Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
LYB,LyondellBasell Industries NV Class A,"0,0545%",Specialty Chemicals,NL,"1.929.742,20 USD",19.410
TROW,T. Rowe Price Group Inc.,"0,0544%",Asset Managers and Custodians,US,"1.928.523,61 USD",16.367
WEC,WEC Energy Group Inc.,"0,054%",Multi-Utilities,US,"1.913.685,51 USD",23.617
AWK,American Water Works Co. Inc.,"0,0538%",Water,US,"1.907.672,76 USD",14.588
FITB,Fifth Third Bancorp,"0,0538%",Banks,US,"1.907.596,76 USD",50.978
DOL,Dollarama Inc.,"0,0537%",Diversified Retailers,CA,"1.903.179,40 USD",20.111
GRMN,Garmin Ltd.,"0,0532%",Consumer Electronics,CH,"1.885.094,25 USD",11.505
VEEV,Veeva Systems Inc. Class A,"0,0529%",Health Care Services,US,"1.873.361,75 USD",10.751
PHM,PulteGroup Inc.,"0,0527%",Home Construction,US,"1.868.672,96 USD",15.928
MTB,M&T Bank Corp.,"0,0525%",Banks,US,"1.861.344,80 USD",12.278
CPNG,Coupang Inc.,"0,0522%",Diversified Retailers,US,"1.848.193,50 USD",81.275
NTAP,NetApp Inc.,"0,0521%",Computer Hardware,US,"1.844.265,02 USD",15.314
WPM,Wheaton Precious Metals Corp.,"0,0518%",Gold Mining,CA,"1.836.144,11 USD",33.529
WST,West Pharmaceutical Services Inc.,"0,0518%",Medical Supplies,US,"1.834.022,94 USD",5.534
CAH,Cardinal Health Inc.,"0,0517%",Pharmaceuticals,US,"1.833.119,82 USD",18.466
WDC,Western Digital Corp.,"0,0516%",Computer Hardware,US,"1.827.890,62 USD",24.278
FFH,Fairfax Financial Holdings Ltd.,"0,0515%",Property and Casualty Insurance,CA,"1.825.661,75 USD",1.622
IFF,International Flavors & Fragrances Inc.,"0,0514%",Specialty Chemicals,US,"1.821.745,38 USD",18.941
ZBH,Zimmer Biomet Holdings Inc.,"0,0513%",Medical Equipment,US,"1.815.915,50 USD",15.770
PINS,Pinterest Inc. Class A,"0,0511%",Consumer Digital Services,US,"1.810.250,19 USD",43.631
TEAM,Atlassian Corp. Class A,"0,051%",Software,US,"1.806.870,34 USD",11.519
DLTR,Dollar Tree Inc.,"0,0509%",Diversified Retailers,US,"1.804.281,15 USD",15.297
DTE,DTE Energy Co.,"0,0509%",Conventional Electricity,US,"1.802.486,04 USD",15.468
EQR,Equity Residential,"0,0508%",Residential REITs,US,"1.798.794,83 USD",27.661
KEYS,Keysight Technologies Inc.,"0,0506%",Electronic Equipment: Gauges and Meters,US,"1.792.485,12 USD",12.944
CCO,Cameco Corp.,"0,0503%",Alternative Fuels,CA,"1.782.352,46 USD",32.125
ETR,Entergy Corp.,"0,0497%",Conventional Electricity,US,"1.762.155,85 USD",15.665
FNV,Franco-Nevada Corp.,"0,0495%",Gold Mining,CA,"1.752.985,73 USD",14.250
TECK.B,Teck Resources Ltd. Class B,"0,0493%",General Mining,CA,"1.747.612,85 USD",33.605
BR,Broadridge Financial Solutions Inc.,"0,0493%",Investment Services,US,"1.746.297,46 USD",8.698
ARES,Ares Management Corp. Class A,"0,0492%",Asset Managers and Custodians,US,"1.742.313,10 USD",12.430
IRM,Iron Mountain Inc.,"0,0491%",Other Specialty REITs,US,"1.741.048,13 USD",21.577
RJF,Raymond James Financial Inc.,"0,0489%",Investment Services,US,"1.731.634,25 USD",14.107
HPE,Hewlett Packard Enterprise Co.,"0,0481%",Computer Services,US,"1.705.484,20 USD",96.628
STT,State Street Corp.,"0,0478%",Asset Managers and Custodians,US,"1.694.198,67 USD",22.413
APTV,Aptiv plc,"0,0474%",Auto Parts,JE,"1.677.772,26 USD",20.151
NVR,NVR Inc.,"0,047%",Home Construction,US,"1.666.718,41 USD",217
STE,STERIS plc,"0,0467%",Medical Equipment,IE,"1.653.769,60 USD",7.420
WY,Weyerhaeuser Co.,"0,0465%",Timber REITs,US,"1.648.466,82 USD",54.894
FE,FirstEnergy Corp.,"0,0462%",Conventional Electricity,US,"1.636.005,36 USD",40.636
TER,Teradyne Inc.,"0,046%",Production Technology Equipment,US,"1.631.521,44 USD",11.576
NDAQ,Nasdaq Inc.,"0,0459%",Investment Services,US,"1.625.922,32 USD",27.544
VLTO,Veralto Corp.,"0,0457%",Electronic Equipment: Pollution Control,US,"1.619.176,50 USD",16.425
MKL,Markel Group Inc.,"0,0456%",Property and Casualty Insurance,US,"1.616.966,15 USD",985
LPLA,LPL Financial Holdings Inc.,"0,0455%",Investment Services,US,"1.611.362,30 USD",5.630
PPL,PPL Corp.,"0,0454%",Conventional Electricity,US,"1.609.747,72 USD",54.884
BALL,Ball Corp.,"0,0451%",Containers and Packaging,US,"1.598.417,46 USD",23.022
BRO,Brown & Brown Inc.,"0,0448%",Property and Casualty Insurance,US,"1.586.385,73 USD",17.723
CTRA,Coterra Energy Inc.,"0,0446%",Oil: Crude Producers,US,"1.579.038,32 USD",55.366
INVH,Invitation Homes Inc.,"0,0443%",Residential REITs,US,"1.569.968,33 USD",45.127
QSR,Restaurant Brands International Inc.,"0,0442%",Restaurants and Bars,CA,"1.564.648,54 USD",22.821
SBAC,SBA Communications Corp. Class A,"0,0442%",Infrastructure REITs,US,"1.564.392,72 USD",7.954
HUBB,Hubbell Inc. Class B,"0,0437%",Electrical Components,US,"1.549.726,65 USD",3.985
ARE,Alexandria Real Estate Equities Inc.,"0,0437%",Office REITs,US,"1.548.785,00 USD",13.015
ES,Eversource Energy,"0,0437%",Conventional Electricity,US,"1.547.561,44 USD",26.128
PPL,Pembina Pipeline Corp.,"0,043%",Pipelines,CA,"1.525.046,99 USD",41.060
GIB.A,CGI Inc.,"0,043%",Computer Services,CA,"1.523.770,29 USD",15.433
STLD,Steel Dynamics Inc.,"0,0428%",Iron and Steel,US,"1.517.014,84 USD",11.332
GPC,Genuine Parts Co.,"0,0426%",Auto Parts,US,"1.510.443,06 USD",10.479
LDOS,Leidos Holdings Inc.,"0,0425%",Computer Services,US,"1.507.115,45 USD",10.249
PTC,PTC Inc.,"0,0423%",Software,US,"1.497.687,52 USD",8.498
TYL,Tyler Technologies Inc.,"0,0421%",Software,US,"1.492.478,52 USD",3.107
HBAN,Huntington Bancshares Inc./OH,"0,0421%",Banks,US,"1.491.180,00 USD",107.125
NET,Cloudflare Inc. Class A,"0,042%",Computer Services,US,"1.487.420,06 USD",21.974
VTR,Ventas Inc.,"0,0419%",Health Care REITs,US,"1.484.780,92 USD",29.542
AXON,Axon Enterprise Inc.,"0,0416%",Defense,US,"1.474.260,78 USD",5.234
GDDY,GoDaddy Inc. Class A,"0,0413%",Consumer Digital Services,US,"1.463.601,66 USD",10.482
ALGN,Align Technology Inc.,"0,0413%",Medical Supplies,US,"1.462.753,27 USD",5.687
FTS,Fortis Inc./Canada,"0,0412%",Conventional Electricity,CA,"1.460.211,39 USD",36.516
STX,Seagate Technology Holdings plc,"0,0412%",Computer Hardware,IE,"1.458.833,04 USD",15.646
PFG,Principal Financial Group Inc.,"0,041%",Life Insurance,US,"1.454.405,12 USD",17.728
BLDR,Builders FirstSource Inc.,"0,0408%",Building Materials: Other,US,"1.444.215,78 USD",8.982
CNP,CenterPoint Energy Inc.,"0,0404%",Multi-Utilities,US,"1.430.583,39 USD",46.889
AEE,Ameren Corp.,"0,0402%",Multi-Utilities,US,"1.424.772,03 USD",19.419
ULTA,Ulta Beauty Inc.,"0,0401%",Specialty Retailers,US,"1.420.743,64 USD",3.596
CPAY,Corpay Inc.,"0,0395%",Transaction Processing Services,US,"1.400.181,77 USD",5.231
ALNY,Alnylam Pharmaceuticals Inc.,"0,0395%",Biotechnology,US,"1.397.913,74 USD",9.418
FCNCA,First Citizens BancShares Inc./NC Class A,"0,0388%",Banks,US,"1.375.728,30 USD",810
TDY,Teledyne Technologies Inc.,"0,0388%",Electronic Equipment: Control and Filter,US,"1.373.447,00 USD",3.460
COO,Cooper Cos. Inc.,"0,0387%",Medical Supplies,US,"1.372.399,12 USD",14.552
NRG,NRG Energy Inc.,"0,0387%",Conventional Electricity,US,"1.372.302,00 USD",16.942
OMC,Omnicom Group Inc.,"0,0387%",Media Agencies,US,"1.371.810,72 USD",14.757
AVY,Avery Dennison Corp.,"0,0386%",Diversified Materials,US,"1.368.953,85 USD",6.015
CBOE,Cboe Global Markets Inc.,"0,0384%",Investment Services,US,"1.360.739,34 USD",7.866
CMS,CMS Energy Corp.,"0,0382%",Conventional Electricity,US,"1.353.372,58 USD",21.506
CINF,Cincinnati Financial Corp.,"0,0381%",Property and Casualty Insurance,US,"1.350.876,62 USD",11.489
MKC,McCormick & Co. Inc./MD,"0,0381%",Food Products,US,"1.349.575,14 USD",18.687
WBD,Warner Bros Discovery Inc.,"0,038%",Entertainment,US,"1.347.198,80 USD",163.495
WAT,Waters Corp.,"0,038%",Electronic Equipment: Control and Filter,US,"1.346.495,10 USD",4.359
MOH,Molina Healthcare Inc.,"0,038%",Health Care Management Services,US,"1.345.458,66 USD",4.277
DPZ,Domino's Pizza Inc.,"0,0377%",Restaurants and Bars,US,"1.335.022,50 USD",2.625
DRI,Darden Restaurants Inc.,"0,0375%",Restaurants and Bars,US,"1.328.695,65 USD",8.835
RF,Regions Financial Corp.,"0,0373%",Banks,US,"1.322.514,45 USD",68.347
J,Jacobs Solutions Inc.,"0,0372%",Professional Business Support Services,US,"1.318.017,06 USD",9.459
SYF,Synchrony Financial,"0,0372%",Transaction Processing Services,US,"1.317.547,80 USD",30.081
ATO,Atmos Energy Corp.,"0,0372%",Gas Distribution,US,"1.317.546,72 USD",11.366
EXPD,Expeditors International of Washington Inc.,"0,0371%",Transportation Services,US,"1.312.974,00 USD",10.860
TXT,Textron Inc.,"0,0365%",Aerospace,US,"1.292.422,72 USD",14.752
BAX,Baxter International Inc.,"0,0362%",Medical Equipment,US,"1.284.272,57 USD",37.673
NTRS,Northern Trust Corp.,"0,0362%",Asset Managers and Custodians,US,"1.282.638,24 USD",15.226
ENPH,Enphase Energy Inc.,"0,0362%",Renewable Energy Equipment,US,"1.281.430,10 USD",10.019
HOLX,Hologic Inc.,"0,0361%",Medical Equipment,US,"1.279.566,54 USD",17.343
L,Loblaw Cos. Ltd.,"0,0359%",Food Retailers and Wholesalers,CA,"1.270.209,00 USD",10.938
MRO,Marathon Oil Corp.,"0,0358%",Oil: Crude Producers,US,"1.268.563,84 USD",43.804
LVS,Las Vegas Sands Corp.,"0,0353%",Casinos and Gambling,US,"1.251.293,64 USD",27.788
EG,Everest Group Ltd.,"0,0352%",Reinsurance,BM,"1.248.239,49 USD",3.193
ESS,Essex Property Trust Inc.,"0,0347%",Residential REITs,US,"1.230.625,23 USD",4.737
LH,Labcorp Holdings Inc.,"0,0347%",Medical Services,US,"1.228.322,82 USD",6.302
ILMN,Illumina Inc.,"0,0344%",Biotechnology,US,"1.219.867,44 USD",11.698
CFG,Citizens Financial Group Inc.,"0,0343%",Banks,US,"1.216.411,01 USD",34.469
WRB,W R Berkley Corp.,"0,0343%",Property and Casualty Insurance,US,"1.216.179,27 USD",15.009
AVTR,Avantor Inc.,"0,0343%",Medical Supplies,US,"1.215.462,08 USD",50.476
CLX,Clorox Co.,"0,0343%",Nondurable Household Products,US,"1.215.088,16 USD",9.236
BBY,Best Buy Co. Inc.,"0,0341%",Specialty Retailers,US,"1.206.479,68 USD",14.224
ZBRA,Zebra Technologies Corp.,"0,0339%",Electronic Equipment: Control and Filter,US,"1.201.259,64 USD",3.846
PKG,Packaging Corp. of America,"0,0338%",Containers and Packaging,US,"1.197.455,74 USD",6.526
TOU,Tourmaline Oil Corp.,"0,0337%",Oil: Crude Producers,CA,"1.193.931,64 USD",24.072
MDB,MongoDB Inc. Class A,"0,0337%",Software,US,"1.192.339,06 USD",5.051
TSN,Tyson Foods Inc. Class A,"0,0336%",Food Products,US,"1.192.059,50 USD",20.822
DGX,Quest Diagnostics Inc.,"0,0336%",Medical Services,US,"1.191.838,15 USD",8.395
IEX,IDEX Corp.,"0,0335%",Electronic Equipment: Control and Filter,US,"1.187.578,88 USD",5.692
K,Kellanova,"0,0333%",Food Products,US,"1.179.164,28 USD",19.542
MAS,Masco Corp.,"0,0332%",Building Materials: Other,US,"1.177.382,88 USD",16.839
RBLX,ROBLOX Corp.,"0,0331%",Electronic Entertainment,US,"1.172.800,08 USD",34.884
ZM,Zoom Video Communications Inc. Class A,"0,0331%",Software,US,"1.172.636,78 USD",19.117
BURL,Burlington Stores Inc.,"0,0331%",Apparel Retailers,US,"1.171.684,05 USD",4.881
BG,Bunge Global SA,"0,033%",Fruit and Grain Processing,CH,"1.170.256,43 USD",10.877
IP,International Paper Co.,"0,0327%",Paper,US,"1.158.587,55 USD",25.695
MAA,Mid-America Apartment Communities Inc.,"0,0327%",Residential REITs,US,"1.157.928,60 USD",8.660
CF,CF Industries Holdings Inc.,"0,0326%",Fertilizers,US,"1.155.128,24 USD",14.488
FDS,FactSet Research Systems Inc.,"0,0326%",Financial Data Providers,US,"1.154.970,82 USD",2.857
VRSN,VeriSign Inc.,"0,0325%",Computer Services,US,"1.150.337,68 USD",6.599
FWONK,Liberty Media Corp-Liberty Formula One,"0,0321%",Radio and TV Broadcasters,US,"1.136.417,92 USD",15.328
POW,Power Corp. of Canada,"0,032%",Life Insurance,CA,"1.135.211,82 USD",39.107
ZS,Zscaler Inc.,"0,0319%",Software,US,"1.130.234,00 USD",6.650
CCL,Carnival Corp.,"0,0317%",Travel and Tourism,PA,"1.123.369,52 USD",74.494
EXPE,Expedia Group Inc.,"0,0315%",Travel and Tourism,US,"1.115.733,96 USD",9.886
CE,Celanese Corp. Class A,"0,0314%",Chemicals: Diversified,US,"1.113.084,84 USD",7.321
LYV,Live Nation Entertainment Inc.,"0,0311%",Recreational Services,US,"1.102.663,62 USD",11.763
CCEP,Coca-Cola Europacific Partners plc,"0,0311%",Soft Drinks,GB,"1.102.333,05 USD",14.955
SWKS,Skyworks Solutions Inc.,"0,0309%",Semiconductors,US,"1.095.519,18 USD",11.823
SUI,Sun Communities Inc.,"0,0307%",Residential REITs,US,"1.087.631,82 USD",9.218
FLEX,Flex Ltd.,"0,0305%",Electronic Components,SG,"1.081.528,85 USD",32.645
ALB,Albemarle Corp.,"0,0301%",Chemicals: Diversified,US,"1.067.145,95 USD",8.705
AES,AES Corp.,"0,0301%",Conventional Electricity,US,"1.064.905,16 USD",49.324
CAG,Conagra Brands Inc.,"0,03%",Food Products,US,"1.063.847,52 USD",35.604
SNA,Snap-on Inc.,"0,03%",Machinery: Tools,US,"1.061.971,12 USD",3.892
DOC,Healthpeak Properties Inc.,"0,0298%",Health Care REITs,US,"1.056.172,60 USD",53.074
BMRN,BioMarin Pharmaceutical Inc.,"0,0296%",Pharmaceuticals,US,"1.050.304,37 USD",13.991
POOL,Pool Corp.,"0,0295%",Recreational Products,US,"1.043.752,05 USD",2.871
EQH,Equitable Holdings Inc.,"0,0294%",Asset Managers and Custodians,US,"1.042.519,23 USD",25.127
TRU,TransUnion,"0,0294%",Professional Business Support Services,US,"1.042.264,64 USD",14.492
L,Loews Corp.,"0,0294%",Property and Casualty Insurance,US,"1.042.252,80 USD",13.571
CHKP,Check Point Software Technologies Ltd.,"0,0294%",Software,IL,"1.042.062,00 USD",6.924
GEN,Gen Digital Inc.,"0,0292%",Software,US,"1.035.708,96 USD",41.712
HEI.A,HEICO Corp. Class A,"0,0291%",Aerospace,US,"1.031.475,52 USD",5.872
TRMB,Trimble Inc.,"0,029%",Electronic Equipment: Gauges and Meters,US,"1.028.075,52 USD",18.464
WRK,Westrock Co.,"0,029%",Containers and Packaging,US,"1.027.581,48 USD",19.157
OKTA,Okta Inc.,"0,0288%",Computer Services,US,"1.021.859,64 USD",11.523
AKAM,Akamai Technologies Inc.,"0,0288%",Consumer Digital Services,US,"1.020.727,84 USD",11.066
RVTY,Revvity Inc.,"0,0287%",Medical Equipment,US,"1.016.555,04 USD",9.304
SSNC,SS&C Technologies Holdings Inc.,"0,0286%",Software,US,"1.013.648,80 USD",16.336
KEY,KeyCorp,"0,0285%",Banks,US,"1.009.047,03 USD",70.219
SWK,Stanley Black & Decker Inc.,"0,0282%",Machinery: Tools,US,"1.000.188,58 USD",11.474
PNR,Pentair plc,"0,028%",Electronic Equipment: Pollution Control,IE,"990.882,88 USD",12.176
FNF,Fidelity National Financial Inc.,"0,0277%",Property and Casualty Insurance,US,"983.178,28 USD",19.523
JBHT,JB Hunt Transport Services Inc.,"0,0277%",Trucking,US,"981.700,25 USD",6.107
LNT,Alliant Energy Corp.,"0,0275%",Conventional Electricity,US,"975.117,62 USD",18.938
LW,Lamb Weston Holdings Inc.,"0,0273%",Food Products,US,"967.128,66 USD",10.954
VTRS,Viatris Inc.,"0,027%",Pharmaceuticals,US,"955.017,60 USD",90.096
KIM,Kimco Realty Corp.,"0,0269%",Retail REITs,US,"951.989,28 USD",49.173
UDR,UDR Inc.,"0,0265%",Residential REITs,US,"940.435,62 USD",24.351
HST,Host Hotels & Resorts Inc.,"0,0264%",Hotel and Lodging REITs,US,"936.270,66 USD",52.189
WPC,WP Carey Inc.,"0,0262%",Diversified REITs,US,"929.472,00 USD",16.480
IPG,Interpublic Group of Cos. Inc.,"0,0256%",Media Agencies,US,"907.659,58 USD",28.934
PODD,Insulet Corp.,"0,0255%",Medical Equipment,US,"903.491,81 USD",5.099
NI,NiSource Inc.,"0,0255%",Gas Distribution,US,"902.429,24 USD",31.054
EMN,Eastman Chemical Co.,"0,0254%",Chemicals: Diversified,US,"900.621,04 USD",8.888
EVRG,Evergy Inc.,"0,0253%",Conventional Electricity,US,"895.604,10 USD",16.385
JKHY,Jack Henry & Associates Inc.,"0,0251%",Transaction Processing Services,US,"888.448,60 USD",5.395
MG,Magna International Inc.,"0,025%",Auto Parts,CA,"885.852,21 USD",19.584
TECH,Bio-Techne Corp.,"0,025%",Medical Supplies,US,"884.597,40 USD",11.460
BAM,Brookfield Asset Management Ltd. Class A,"0,0249%",Asset Managers and Custodians,CA,"883.535,93 USD",22.512
RNR,RenaissanceRe Holdings Ltd.,"0,0249%",Reinsurance,BM,"880.451,04 USD",3.864
BBWI,Bath & Body Works Inc.,"0,0248%",Specialty Retailers,US,"877.006,90 USD",16.885
ROL,Rollins Inc.,"0,0247%",Consumer Services: Misc.,US,"875.831,61 USD",19.169
TPL,Texas Pacific Land Corp.,"0,0243%",Oil: Crude Producers,US,"859.419,69 USD",1.399
IMO,Imperial Oil Ltd.,"0,0241%",Integrated Oil and Gas,CA,"855.372,04 USD",12.108
WBA,Walgreens Boots Alliance Inc.,"0,0241%",Drug Retailers,US,"853.431,52 USD",52.616
LKQ,LKQ Corp.,"0,0238%",Auto Parts,US,"842.914,67 USD",19.589
UHS,Universal Health Services Inc. Class B,"0,0238%",Health Care Facilities,US,"841.952,80 USD",4.436
SJM,J M Smucker Co.,"0,0237%",Food Products,US,"841.207,40 USD",7.535
JNPR,Juniper Networks Inc.,"0,0237%",Telecommunications Equipment,US,"840.242,52 USD",23.556
BAP,Credicorp Ltd.,"0,0237%",Banks,BM,"839.164,32 USD",5.076
MRU,Metro Inc./CN,"0,0234%",Food Retailers and Wholesalers,CA,"829.798,35 USD",15.574
DOCU,DocuSign Inc.,"0,0233%",Software,US,"824.603,36 USD",15.064
ELS,Equity LifeStyle Properties Inc.,"0,0232%",Residential REITs,US,"820.215,59 USD",13.067
REG,Regency Centers Corp.,"0,0231%",Retail REITs,US,"820.181,20 USD",13.358
APA,APA Corp.,"0,0231%",Oil: Crude Producers,US,"819.699,97 USD",26.849
KMX,CarMax Inc.,"0,0231%",Specialty Retailers,US,"817.404,84 USD",11.634
MGM,MGM Resorts International,"0,023%",Casinos and Gambling,US,"815.852,70 USD",20.310
INCY,Incyte Corp.,"0,0227%",Biotechnology,US,"804.321,22 USD",13.918
CRL,Charles River Laboratories International Inc.,"0,0223%",Biotechnology,US,"789.987,60 USD",3.790
ALLY,Ally Financial Inc.,"0,0222%",Consumer Lending,US,"785.635,20 USD",20.160
ALLE,Allegion plc,"0,0221%",Electronic Equipment: Control and Filter,IE,"784.642,62 USD",6.441
HEI,HEICO Corp.,"0,022%",Aerospace,US,"777.969,16 USD",3.508
BCE,BCE Inc.,"0,022%",Telecommunications Services,CA,"777.746,70 USD",22.741
SCCO,Southern Copper Corp.,"0,0218%",Copper,US,"773.704,86 USD",6.522
RPRX,Royalty Pharma plc Class A,"0,0216%",Pharmaceuticals,GB,"764.053,75 USD",27.875
CNH,CNH Industrial NV,"0,0215%",Machinery: Agricultural,NL,"761.122,56 USD",72.076
MOS,Mosaic Co.,"0,0213%",Fertilizers,US,"753.918,75 USD",24.375
CHRW,CH Robinson Worldwide Inc.,"0,0211%",Trucking,US,"748.568,79 USD",8.667
FFIV,F5 Inc.,"0,0209%",Computer Services,US,"742.116,24 USD",4.392
HII,Huntington Ingalls Industries Inc.,"0,0207%",Defense,US,"733.990,00 USD",2.900
EPAM,EPAM Systems Inc.,"0,0207%",Computer Services,US,"733.961,25 USD",4.125
WYNN,Wynn Resorts Ltd.,"0,0206%",Casinos and Gambling,US,"728.488,64 USD",7.678
NLY,Annaly Capital Management Inc.,"0,0205%",Mortgage REITs: Residential,US,"725.905,60 USD",36.848
TFX,Teleflex Inc.,"0,0205%",Medical Supplies,US,"725.681,97 USD",3.471
QRVO,Qorvo Inc.,"0,0204%",Semiconductors,US,"722.477,77 USD",7.343
ALV,Autoliv Inc.,"0,0203%",Auto Parts,US,"719.239,66 USD",5.638
TWLO,Twilio Inc. Class A,"0,0203%",Software,US,"718.992,40 USD",12.526
NWSA,News Corp. Class A,"0,0202%",Publishing,US,"714.825,10 USD",26.290
CTLT,Catalent Inc.,"0,0201%",Pharmaceuticals,US,"711.426,54 USD",13.226
TAP,Molson Coors Beverage Co. Class B,"0,0201%",Brewers,US,"710.830,89 USD",12.969
BXP,Boston Properties Inc.,"0,0199%",Office REITs,US,"704.864,06 USD",11.618
WN,George Weston Ltd.,"0,0195%",Food Retailers and Wholesalers,CA,"692.652,05 USD",4.876
H,Hydro One Ltd.,"0,0195%",Conventional Electricity,CA,"690.329,71 USD",23.969
CG,Carlyle Group Inc.,"0,0191%",Asset Managers and Custodians,US,"675.245,28 USD",15.718
GNRC,Generac Holdings Inc.,"0,0189%",Machinery: Engines,US,"669.658,29 USD",4.549
HSIC,Henry Schein Inc.,"0,0189%",Medical Supplies,US,"669.477,70 USD",9.655
HRL,Hormel Foods Corp.,"0,0189%",Food Products,US,"668.052,72 USD",21.564
DOX,Amdocs Ltd.,"0,0188%",Software,GG,"666.760,00 USD",8.440
PNW,Pinnacle West Capital Corp.,"0,0186%",Conventional Electricity,US,"658.402,14 USD",8.349
FRT,Federal Realty Investment Trust,"0,0184%",Retail REITs,US,"652.742,70 USD",6.466
FBIN,Fortune Brands Innovations Inc.,"0,0183%",Building Materials: Other,US,"647.844,82 USD",9.247
FOXA,Fox Corp. Class A,"0,0183%",Radio and TV Broadcasters,US,"646.974,13 USD",18.791
CPB,Campbell Soup Co.,"0,0179%",Food Products,US,"632.503,76 USD",14.252
BF.B,Brown-Forman Corp. Class B,"0,0177%",Distillers and Vintners,US,"627.502,38 USD",13.683
BWA,BorgWarner Inc.,"0,0176%",Auto Parts,US,"622.053,04 USD",17.444
MTCH,Match Group Inc.,"0,0173%",Consumer Digital Services,US,"613.733,31 USD",20.037
GWO,Great-West Lifeco Inc.,"0,0172%",Life Insurance,CA,"610.883,32 USD",20.370
SOLV,Solventum Corp.,"0,017%",Medical Supplies,US,"601.470,24 USD",10.136
DAL,Delta Air Lines Inc.,"0,0169%",Airlines,US,"599.280,92 USD",11.746
EXAS,Exact Sciences Corp.,"0,0169%",Biotechnology,US,"597.894,75 USD",13.155
DVA,DaVita Inc.,"0,0167%",Health Care Facilities,US,"591.422,40 USD",4.020
T,TELUS Corp.,"0,0164%",Telecommunications Services,CA,"580.195,66 USD",35.292
FMC,FMC Corp.,"0,0163%",Fertilizers,US,"577.318,40 USD",9.472
ETSY,Etsy Inc.,"0,0162%",Diversified Retailers,US,"573.387,98 USD",9.034
PAYC,Paycom Software Inc.,"0,0158%",Software,US,"560.353,92 USD",3.856
BEN,Franklin Resources Inc.,"0,0158%",Asset Managers and Custodians,US,"559.107,60 USD",23.691
MKTX,MarketAxess Holdings Inc.,"0,0157%",Investment Services,US,"557.998,65 USD",2.805
DAY,Dayforce Inc.,"0,0157%",Software,US,"555.683,10 USD",11.235
VOYA,Voya Financial Inc.,"0,0157%",Asset Managers and Custodians,US,"555.002,40 USD",7.320
RIVN,Rivian Automotive Inc. Class A,"0,0156%",Automobiles,US,"554.484,84 USD",50.777
CZR,Caesars Entertainment Inc.,"0,0154%",Casinos and Gambling,US,"545.597,08 USD",15.343
MTN,Vail Resorts Inc.,"0,0154%",Hotels and Motels,US,"545.589,52 USD",2.891
LEA,Lear Corp.,"0,0154%",Auto Parts,US,"543.893,65 USD",4.339
SEIC,SEI Investments Co.,"0,0153%",Asset Managers and Custodians,US,"542.831,07 USD",8.017
GL,Globe Life Inc.,"0,0149%",Life Insurance,US,"527.926,04 USD",6.379
PARA,Paramount Global Class B,"0,0147%",Radio and TV Broadcasters,US,"520.967,22 USD",43.742
Z,Zillow Group Inc. Class C,"0,014%",Real Estate Services,US,"496.928,25 USD",12.135
JAZZ,Jazz Pharmaceuticals plc,"0,0138%",Pharmaceuticals,IE,"488.675,75 USD",4.643
RHI,Robert Half Inc.,"0,0136%",Business Training and Employment Agencie,US,"482.110,38 USD",7.506
LBRDK,Liberty Broadband Corp.,"0,0134%",Cable Television Services,US,"474.693,84 USD",8.776
BIO,Bio-Rad Laboratories Inc. Class A,"0,0121%",Medical Equipment,US,"429.142,56 USD",1.496
BILL,BILL Holdings Inc.,"0,0114%",Transaction Processing Services,US,"403.960,05 USD",7.761
U,Unity Software Inc.,"0,011%",Software,US,"390.703,95 USD",21.385
WLK,Westlake Corp.,"0,0107%",Chemicals: Diversified,US,"380.687,76 USD",2.371
SAP,Saputo Inc.,"0,0106%",Food Products,CA,"374.261,70 USD",18.498
LBTYK,Liberty Global Ltd.,"0,0104%",Cable Television Services,BM,"368.882,70 USD",21.610
PATH,UiPath Inc. Class A,"0,0097%",Software,US,"342.311,46 USD",27.921
GFS,GLOBALFOUNDRIES Inc.,"0,0095%",Semiconductors,KY,"337.855,00 USD",6.895
UAL,United Airlines Holdings Inc.,"0,0095%",Airlines,US,"337.705,27 USD",6.373
NWS,News Corp. Class B,"0,0087%",Publishing,US,"307.711,56 USD",11.037
LUV,Southwest Airlines Co.,"0,0082%",Airlines,US,"291.831,32 USD",10.873
FOX,Fox Corp. Class B,"0,0082%",Radio and TV Broadcasters,US,"289.120,88 USD",9.052
LSXMK,Liberty Media Corp-Liberty SiriusXM,"0,0078%",Radio and TV Broadcasters,US,"277.788,94 USD",12.259
AGR,Avangrid Inc.,"0,0057%",Conventional Electricity,US,"201.728,02 USD",5.602
LSXMA,Liberty Media Corp-Liberty SiriusXM CLASS A,"0,0052%",Radio and TV Broadcasters,US,"183.817,51 USD",8.087
LEN.B,Lennar Corp. Class B,"0,0046%",Home Construction,US,"164.542,50 USD",1.125
LCID,Lucid Group Inc.,"0,0043%",Automobiles,US,"151.363,48 USD",53.297
AAL,American Airlines Group Inc.,"0,0042%",Airlines,US,"149.707,00 USD",13.018
ZG,Zillow Group Inc. Class A,"0,0037%",Real Estate Services,US,"130.005,70 USD",3.238
LBTYA,Liberty Global Ltd. Class A,"0,0033%",Cable Television Services,BM,"116.873,37 USD",7.011
CNA,CNA Financial Corp.,"0,0026%",Full Line Insurance,US,"92.523,16 USD",2.014
LBRDA,Liberty Broadband Corp. Class A,"0,002%",Cable Television Services,US,"69.806,88 USD",1.287
