Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
196170,Alteogen Inc.,"0,154%",Biotechnology,KR,"2.248.711,28 USD",16.748
ALQ,ALS Ltd.,"0,1533%",Professional Business Support Services,AU,"2.238.715,68 USD",238.571
032830,Samsung Life Insurance Co. Ltd.,"0,1527%",Life Insurance,KR,"2.229.896,50 USD",36.624
034730,SK Inc.,"0,1521%",Oil Refining and Marketing,KR,"2.221.605,14 USD",17.457
1997,Wharf Real Estate Investment Co. Ltd.,"0,1503%",Real Estate Holding and Development,KY,"2.194.545,81 USD",758.000
CEN,Contact Energy Ltd.,"0,1502%",Alternative Electricity,NZ,"2.192.939,09 USD",387.119
AZJ,Aurizon Holdings Ltd.,"0,1467%",Railroads,AU,"2.142.209,79 USD",875.306
096770,SK Innovation Co. Ltd.,"0,1454%",Oil Refining and Marketing,KR,"2.123.650,28 USD",29.403
010140,Samsung Heavy Industries Co. Ltd.,"0,1453%",Marine Transportation,KR,"2.121.980,11 USD",320.741
JBH,JB Hi-Fi Ltd.,"0,1433%",Specialty Retailers,AU,"2.092.745,45 USD",54.040
1913,Prada Spa,"0,1428%",Clothing and Accessories,IT,"2.085.046,69 USD",252.900
1910,Samsonite International SA,"0,1408%",Clothing and Accessories,LU,"2.056.060,38 USD",648.600
CWY,Cleanaway Waste Management Ltd.,"0,1402%",Waste and Disposal Services,AU,"2.046.554,72 USD",1.102.973
LYC,Lynas Rare Earths Ltd.,"0,1398%",General Mining,AU,"2.041.442,24 USD",460.902
BEN,Bendigo & Adelaide Bank Ltd.,"0,1397%",Banks,AU,"2.039.542,20 USD",280.581
090430,Amorepacific Corp.,"0,1393%",Cosmetics,KR,"2.034.222,38 USD",14.503
AGL,AGL Energy Ltd.,"0,1379%",Multi-Utilities,AU,"2.013.123,75 USD",295.897
010130,Korea Zinc Co. Ltd.,"0,1376%",Platinum and Precious Metals,KR,"2.008.579,68 USD",5.277
PME,Pro Medicus Ltd.,"0,1375%",Health Care Services,AU,"2.007.450,32 USD",25.129
009540,HD Korea Shipbuilding & Offshore Engineering Co. Ltd.,"0,1369%",Marine Transportation,KR,"1.999.017,73 USD",21.225
12,Henderson Land Development Co. Ltd.,"0,1361%",Real Estate Holding and Development,HK,"1.987.857,94 USD",639.988
018260,Samsung SDS Co. Ltd.,"0,1361%",Computer Services,KR,"1.987.157,42 USD",17.959
ALX,Atlas Arteria Ltd.,"0,1361%",Transportation Services,AU,"1.987.115,75 USD",561.639
QUB,Qube Holdings Ltd.,"0,1356%",Transportation Services,AU,"1.979.689,22 USD",829.179
SDF,Steadfast Group Ltd.,"0,1351%",Insurance Brokers,AU,"1.972.634,23 USD",537.345
G13,Genting Singapore Ltd.,"0,1327%",Casinos and Gambling,SG,"1.938.151,22 USD",2.878.900
005387,Hyundai Motor Co. 2nd Preference Shares,"0,1309%",Automobiles,KR,"1.911.915,35 USD",17.234
1821,ESR Cayman Ltd.,"0,1306%",Real Estate Holding and Development,KY,"1.907.723,55 USD",1.356.799
IPL,Incitec Pivot Ltd.,"0,1297%",Chemicals: Diversified,AU,"1.894.347,42 USD",962.307
CHC,Charter Hall Group,"0,1289%",Diversified REITs,AU,"1.881.596,90 USD",233.437
011200,HMM Co. Ltd.,"0,1281%",Marine Transportation,KR,"1.870.853,35 USD",143.905
WHC,Whitehaven Coal Ltd.,"0,1275%",Coal,AU,"1.861.820,75 USD",347.335
H78,Hongkong Land Holdings Ltd.,"0,1263%",Real Estate Holding and Development,BM,"1.844.499,00 USD",544.100
522,ASMPT Ltd.,"0,1259%",Production Technology Equipment,KY,"1.837.716,39 USD",154.178
83,Sino Land Co. Ltd.,"0,1248%",Real Estate Holding and Development,HK,"1.822.671,87 USD",1.718.000
REH,Reece Ltd.,"0,1246%",Building: Climate Control,AU,"1.819.457,37 USD",105.386
015760,Korea Electric Power Corp.,"0,1199%",Conventional Electricity,KR,"1.751.279,66 USD",124.665
QAN,Qantas Airways Ltd.,"0,1175%",Airlines,AU,"1.715.987,63 USD",419.551
U96,Sembcorp Industries Ltd.,"0,1164%",Multi-Utilities,SG,"1.699.051,56 USD",451.200
MFT,Mainfreight Ltd.,"0,1163%",Transportation Services,NZ,"1.697.778,68 USD",40.019
323410,KakaoBank Corp.,"0,1162%",Banks,KR,"1.697.399,15 USD",105.624
19,Swire Pacific Ltd. Class A,"0,116%",Soft Drinks,HK,"1.693.679,82 USD",195.000
1038,CK Infrastructure Holdings Ltd.,"0,1155%",Multi-Utilities,BM,"1.686.202,20 USD",292.500
ATM,a2 Milk Co. Ltd.,"0,1146%",Food Products,NZ,"1.673.935,99 USD",354.292
005830,DB Insurance Co. Ltd.,"0,1126%",Property and Casualty Insurance,KR,"1.643.755,37 USD",21.989
1308,SITC International Holdings Co. Ltd.,"0,1106%",Marine Transportation,KY,"1.615.676,15 USD",632.000
M44U,Mapletree Logistics Trust,"0,1103%",Industrial REITs,SG,"1.610.684,41 USD",1.636.964
EBO,EBOS Group Ltd.,"0,1101%",Medical Supplies,NZ,"1.608.167,78 USD",79.197
ME8U,Mapletree Industrial Trust,"0,1089%",Industrial REITs,SG,"1.590.052,97 USD",976.943
AWC,Alumina Ltd.,"0,1077%",Aluminum,AU,"1.572.331,37 USD",1.247.615
Y92,Thai Beverage PCL,"0,1014%",Brewers,TH,"1.480.898,50 USD",4.043.900
352820,HYBE Co. Ltd.,"0,1009%",Entertainment,KR,"1.473.836,26 USD",10.203
IEL,IDP Education Ltd.,"0,1003%",Education Services,AU,"1.464.552,19 USD",138.067
IGO,IGO Ltd.,"0,0987%",General Mining,AU,"1.441.543,05 USD",310.096
4,Wharf Holdings Ltd.,"0,0979%",Real Estate Holding and Development,HK,"1.429.470,75 USD",481.000
051900,LG H&H Co. Ltd.,"0,0964%",Personal Products,KR,"1.408.201,22 USD",4.670
MCY,Mercury NZ Ltd.,"0,0957%",Alternative Electricity,NZ,"1.397.510,06 USD",340.508
CSR,CSR Ltd.,"0,0957%",Building Materials: Other,AU,"1.397.131,38 USD",236.044
066970,L&F Co. Ltd.,"0,0948%",Specialty Chemicals,KR,"1.383.883,86 USD",12.251
003490,Korean Air Lines Co. Ltd.,"0,094%",Airlines,KR,"1.371.924,13 USD",91.103
000100,Yuhan Corp.,"0,0925%",Pharmaceuticals,KR,"1.349.961,79 USD",27.167
LLC,Lendlease Corp. Ltd.,"0,0924%",Construction,AU,"1.349.888,81 USD",340.563
V03,Venture Corp. Ltd.,"0,0918%",Electronic Components,SG,"1.340.078,42 USD",129.200
024110,Industrial Bank of Korea,"0,0913%",Banks,KR,"1.333.315,23 USD",134.160
868,Xinyi Glass Holdings Ltd.,"0,0901%",Glass,KY,"1.315.150,16 USD",1.064.000
028050,Samsung E&A Co. Ltd.,"0,0899%",Construction,KR,"1.313.344,12 USD",77.709
5E2,Seatrium Ltd.,"0,0894%",Marine Transportation,SG,"1.305.208,55 USD",1.002.415
047810,Korea Aerospace Industries Ltd.,"0,0888%",Aerospace,KR,"1.297.067,06 USD",34.669
BOQ,Bank of Queensland Ltd.,"0,0862%",Banks,AU,"1.258.876,90 USD",329.201
011070,LG Innotek Co. Ltd.,"0,0853%",Electronic Components,KR,"1.245.597,49 USD",6.954
005070,CosmoAM&T Co. Ltd.,"0,0841%",Consumer Electronics,KR,"1.227.640,75 USD",10.966
005385,Hyundai Motor Co. Preference Shares,"0,0827%",Automobiles,KR,"1.207.988,30 USD",10.903
MTS,Metcash Ltd.,"0,0814%",Food Retailers and Wholesalers,AU,"1.188.216,45 USD",484.189
086280,Hyundai Glovis Co. Ltd.,"0,081%",Delivery Services,KR,"1.182.621,79 USD",9.122
009830,Hanwha Solutions Corp.,"0,0799%",Renewable Energy Equipment,KR,"1.167.049,29 USD",51.378
161390,Hankook Tire & Technology Co. Ltd.,"0,0791%",Tires,KR,"1.155.672,60 USD",36.490
ANN,Ansell Ltd.,"0,0787%",Medical Supplies,AU,"1.149.469,00 USD",70.691
021240,Coway Co. Ltd.,"0,0775%",Household Appliance,KR,"1.131.584,70 USD",27.779
034220,LG Display Co. Ltd.,"0,0767%",Computer Hardware,KR,"1.119.765,19 USD",156.130
1929,Chow Tai Fook Jewellery Group Ltd.,"0,0766%",Luxury Items,KY,"1.117.787,14 USD",871.000
8,PCCW Ltd.,"0,0751%",Telecommunications Services,HK,"1.096.499,11 USD",2.052.224
042660,Hanwha Ocean Co. Ltd.,"0,0747%",Marine Transportation,KR,"1.091.384,64 USD",50.878
036570,NCSoft Corp.,"0,0734%",Electronic Entertainment,KR,"1.072.073,96 USD",7.800
1876,Budweiser Brewing Co. APAC Ltd.,"0,0727%",Brewers,KY,"1.061.203,19 USD",840.300
DOW,Downer EDI Ltd.,"0,0726%",Engineering and Contracting Services,AU,"1.060.267,35 USD",332.139
316,Orient Overseas International Ltd.,"0,0715%",Marine Transportation,BM,"1.043.951,76 USD",61.500
267250,HD Hyundai Co. Ltd.,"0,0714%",Oil Refining and Marketing,KR,"1.042.743,49 USD",21.015
006260,LS Corp.,"0,0709%",Electrical Components,KR,"1.035.797,26 USD",8.431
BUOU,Frasers Logistics & Commercial Trust,"0,0709%",Industrial REITs,SG,"1.034.750,31 USD",1.412.800
N2IU,Mapletree Pan Asia Commercial Trust,"0,0704%",Diversified REITs,SG,"1.028.233,37 USD",1.139.232
C52,ComfortDelGro Corp. Ltd.,"0,0704%",Trucking,SG,"1.028.231,86 USD",999.900
2018,AAC Technologies Holdings Inc.,"0,0703%",Electronic Components,KY,"1.026.759,64 USD",334.000
241560,Doosan Bobcat Inc.,"0,0698%",Machinery: Construction and Handling,KR,"1.018.808,93 USD",24.447
001570,Kum Yang Co. Ltd.,"0,0695%",Chemicals: Diversified,KR,"1.014.725,22 USD",16.866
010950,S-Oil Corp.,"0,0686%",Oil Refining and Marketing,KR,"1.001.215,70 USD",20.326
ILU,Iluka Resources Ltd.,"0,068%",General Mining,AU,"993.265,82 USD",208.884
329180,HD Hyundai Heavy Industries Co. Ltd.,"0,0675%",Marine Transportation,KR,"986.246,07 USD",10.610
1972,Swire Properties Ltd.,"0,0675%",Real Estate Holding and Development,HK,"985.407,02 USD",537.600
097950,CJ CheilJedang Corp.,"0,0675%",Food Products,KR,"984.976,35 USD",3.902
FLT,Flight Centre Travel Group Ltd.,"0,0673%",Travel and Tourism,AU,"983.301,28 USD",78.437
U14,UOL Group Ltd.,"0,0672%",Real Estate Holding and Development,SG,"980.942,52 USD",246.000
C09,City Developments Ltd.,"0,0665%",Real Estate Holding and Development,SG,"970.346,97 USD",233.800
BPT,Beach Energy Ltd.,"0,0659%",Oil: Crude Producers,AU,"962.974,96 USD",864.462
AMP,AMP Ltd.,"0,0657%",Asset Managers and Custodians,AU,"959.417,38 USD",1.354.577
C07,Jardine Cycle & Carriage Ltd.,"0,0653%",Automobiles,SG,"953.600,64 USD",50.077
CGF,Challenger Ltd.,"0,0651%",Life Insurance,AU,"950.517,18 USD",220.562
CJLU,NETLINK NBN TRUST,"0,0648%",Telecommunications Services,SG,"946.749,28 USD",1.532.600
13,HUTCHMED China Ltd.,"0,0635%",Pharmaceuticals,KY,"927.917,71 USD",246.500
011790,SKC Co. Ltd.,"0,0632%",Chemicals: Diversified,KR,"922.235,82 USD",9.173
23,Bank of East Asia Ltd.,"0,0624%",Banks,HK,"911.330,82 USD",692.200
ORA,Orora Ltd.,"0,0624%",Containers and Packaging,AU,"910.719,42 USD",668.000
S58,SATS Ltd.,"0,0623%",Vending and Catering Service,SG,"909.066,38 USD",442.009
071050,Korea Investment Holdings Co. Ltd.,"0,0612%",Investment Services,KR,"893.506,77 USD",18.974
004020,Hyundai Steel Co.,"0,0612%",Iron and Steel,KR,"893.408,22 USD",41.719
000720,Hyundai Engineering & Construction Co. Ltd.,"0,0597%",Construction,KR,"871.489,51 USD",36.344
HVN,Harvey Norman Holdings Ltd.,"0,0596%",Diversified Retailers,AU,"869.738,41 USD",293.224
326030,SK Biopharmaceuticals Co. Ltd.,"0,0594%",Biotechnology,KR,"867.415,55 USD",14.063
011780,Kumho Petrochemical Co. Ltd.,"0,0592%",Chemicals: Diversified,KR,"864.779,31 USD",8.123
NHC,New Hope Corp. Ltd.,"0,0577%",Coal,AU,"842.550,29 USD",254.909
101,Hang Lung Properties Ltd.,"0,0577%",Real Estate Holding and Development,HK,"842.109,84 USD",924.000
138930,BNK Financial Group Inc.,"0,0577%",Banks,KR,"842.033,91 USD",137.969
AJBU,Keppel DC REIT,"0,0574%",Other Specialty REITs,SG,"838.253,75 USD",629.482
T82U,Suntec REIT,"0,057%",Office REITs,SG,"832.679,59 USD",1.051.900
RGN,Region RE Ltd.,"0,0558%",Retail REITs,AU,"814.238,05 USD",574.801
973,L'Occitane International SA,"0,0557%",Personal Products,LU,"813.190,64 USD",195.750
DMP,Domino's Pizza Enterprises Ltd.,"0,0555%",Restaurants and Bars,AU,"810.681,21 USD",31.490
016360,Samsung Securities Co. Ltd.,"0,0554%",Investment Services,KR,"809.398,22 USD",31.043
HMN,CapitaLand Ascott Trust,"0,0551%",Hotel and Lodging REITs,SG,"805.056,37 USD",1.215.860
